Action,Reward,Jumping,Enemy state,Distance,Life,EnemyLife,Action2,Jumping2,Enemy state2,Distance2,Life2,EnemyLife2,Action3,Jumping3,Enemy state3,Distance3,Life3,EnemyLife3,Action4,Jumping4,Enemy state4,Distance4,Life4,EnemyLife4,Action5,Jumping5,Enemy state5,Distance5,Life5,EnemyLife5,Action6,Jumping6,Enemy state6,Distance6,Life6,EnemyLife6,Action7,Jumping7,Enemy state7,Distance7,Life7,EnemyLife7,Action8,Jumping8,Enemy state8,Distance8,Life8,EnemyLife8,Action9,Jumping9,Enemy state9,Distance9,Life9,EnemyLife9,Action10,Jumping10,Enemy state10,Distance10,Life10,EnemyLife10
3,0.45,0,28,0,2,2,9.0,0.0,784.0,0.0,4.0,4.0,27.0,0.0,21952.0,0.0,8.0,8.0,81.0,0.0,614656.0,0.0,16.0,16.0,243.0,0.0,1.7210368E7,0.0,32.0,32.0,729.0,0.0,4.81890304E8,0.0,64.0,64.0,2187.0,0.0,1.3492928512E10,0.0,128.0,128.0,6561.0,0.0,3.77801998336E11,0.0,256.0,256.0,19683.0,0.0,1.0578455953408E13,0.0,512.0,512.0,59049.0,0.0,2.96196766695424E14,0.0,1024.0,1024.0
3,-0.25,0,24,1,0,1,9.0,0.0,576.0,1.0,0.0,1.0,27.0,0.0,13824.0,1.0,0.0,1.0,81.0,0.0,331776.0,1.0,0.0,1.0,243.0,0.0,7962624.0,1.0,0.0,1.0,729.0,0.0,1.91102976E8,1.0,0.0,1.0,2187.0,0.0,4.586471424E9,1.0,0.0,1.0,6561.0,0.0,1.10075314176E11,1.0,0.0,1.0,19683.0,0.0,2.641807540224E12,1.0,0.0,1.0,59049.0,0.0,6.3403380965376E13,1.0,0.0,1.0
3,-0.18695652173913035,0,7,1,1,2,9.0,0.0,49.0,1.0,1.0,4.0,27.0,0.0,343.0,1.0,1.0,8.0,81.0,0.0,2401.0,1.0,1.0,16.0,243.0,0.0,16807.0,1.0,1.0,32.0,729.0,0.0,117649.0,1.0,1.0,64.0,2187.0,0.0,823543.0,1.0,1.0,128.0,6561.0,0.0,5764801.0,1.0,1.0,256.0,19683.0,0.0,4.0353607E7,1.0,1.0,512.0,59049.0,0.0,2.82475249E8,1.0,1.0,1024.0
3,-0.75,0,37,1,2,2,9.0,0.0,1369.0,1.0,4.0,4.0,27.0,0.0,50653.0,1.0,8.0,8.0,81.0,0.0,1874161.0,1.0,16.0,16.0,243.0,0.0,6.9343957E7,1.0,32.0,32.0,729.0,0.0,2.565726409E9,1.0,64.0,64.0,2187.0,0.0,9.4931877133E10,1.0,128.0,128.0,6561.0,0.0,3.512479453921E12,1.0,256.0,256.0,19683.0,0.0,1.29961739795077E14,1.0,512.0,512.0,59049.0,0.0,4.808584372417849E15,1.0,1024.0,1024.0
3,-0.24845916795069334,1,37,0,1,2,9.0,1.0,1369.0,0.0,1.0,4.0,27.0,1.0,50653.0,0.0,1.0,8.0,81.0,1.0,1874161.0,0.0,1.0,16.0,243.0,1.0,6.9343957E7,0.0,1.0,32.0,729.0,1.0,2.565726409E9,0.0,1.0,64.0,2187.0,1.0,9.4931877133E10,0.0,1.0,128.0,6561.0,1.0,3.512479453921E12,0.0,1.0,256.0,19683.0,1.0,1.29961739795077E14,0.0,1.0,512.0,59049.0,1.0,4.808584372417849E15,0.0,1.0,1024.0
3,-0.25,1,10,0,2,2,9.0,1.0,100.0,0.0,4.0,4.0,27.0,1.0,1000.0,0.0,8.0,8.0,81.0,1.0,10000.0,0.0,16.0,16.0,243.0,1.0,100000.0,0.0,32.0,32.0,729.0,1.0,1000000.0,0.0,64.0,64.0,2187.0,1.0,1.0E7,0.0,128.0,128.0,6561.0,1.0,1.0E8,0.0,256.0,256.0,19683.0,1.0,1.0E9,0.0,512.0,512.0,59049.0,1.0,1.0E10,0.0,1024.0,1024.0
4,0.0,1,12,0,0,1,16.0,1.0,144.0,0.0,0.0,1.0,64.0,1.0,1728.0,0.0,0.0,1.0,256.0,1.0,20736.0,0.0,0.0,1.0,1024.0,1.0,248832.0,0.0,0.0,1.0,4096.0,1.0,2985984.0,0.0,0.0,1.0,16384.0,1.0,3.5831808E7,0.0,0.0,1.0,65536.0,1.0,4.29981696E8,0.0,0.0,1.0,262144.0,1.0,5.159780352E9,0.0,0.0,1.0,1048576.0,1.0,6.1917364224E10,0.0,0.0,1.0
4,0.0,1,17,0,1,2,16.0,1.0,289.0,0.0,1.0,4.0,64.0,1.0,4913.0,0.0,1.0,8.0,256.0,1.0,83521.0,0.0,1.0,16.0,1024.0,1.0,1419857.0,0.0,1.0,32.0,4096.0,1.0,2.4137569E7,0.0,1.0,64.0,16384.0,1.0,4.10338673E8,0.0,1.0,128.0,65536.0,1.0,6.975757441E9,0.0,1.0,256.0,262144.0,1.0,1.18587876497E11,0.0,1.0,512.0,1048576.0,1.0,2.015993900449E12,0.0,1.0,1024.0
5,0.0,0,37,0,1,2,25.0,0.0,1369.0,0.0,1.0,4.0,125.0,0.0,50653.0,0.0,1.0,8.0,625.0,0.0,1874161.0,0.0,1.0,16.0,3125.0,0.0,6.9343957E7,0.0,1.0,32.0,15625.0,0.0,2.565726409E9,0.0,1.0,64.0,78125.0,0.0,9.4931877133E10,0.0,1.0,128.0,390625.0,0.0,3.512479453921E12,0.0,1.0,256.0,1953125.0,0.0,1.29961739795077E14,0.0,1.0,512.0,9765625.0,0.0,4.808584372417849E15,0.0,1.0,1024.0
5,0.0,1,7,0,1,2,25.0,1.0,49.0,0.0,1.0,4.0,125.0,1.0,343.0,0.0,1.0,8.0,625.0,1.0,2401.0,0.0,1.0,16.0,3125.0,1.0,16807.0,0.0,1.0,32.0,15625.0,1.0,117649.0,0.0,1.0,64.0,78125.0,1.0,823543.0,0.0,1.0,128.0,390625.0,1.0,5764801.0,0.0,1.0,256.0,1953125.0,1.0,4.0353607E7,0.0,1.0,512.0,9765625.0,1.0,2.82475249E8,0.0,1.0,1024.0
6,-1.0714285714285714,0,37,1,2,2,36.0,0.0,1369.0,1.0,4.0,4.0,216.0,0.0,50653.0,1.0,8.0,8.0,1296.0,0.0,1874161.0,1.0,16.0,16.0,7776.0,0.0,6.9343957E7,1.0,32.0,32.0,46656.0,0.0,2.565726409E9,1.0,64.0,64.0,279936.0,0.0,9.4931877133E10,1.0,128.0,128.0,1679616.0,0.0,3.512479453921E12,1.0,256.0,256.0,1.0077696E7,0.0,1.29961739795077E14,1.0,512.0,512.0,6.0466176E7,0.0,4.808584372417849E15,1.0,1024.0,1024.0
6,0.0,1,6,0,1,2,36.0,1.0,36.0,0.0,1.0,4.0,216.0,1.0,216.0,0.0,1.0,8.0,1296.0,1.0,1296.0,0.0,1.0,16.0,7776.0,1.0,7776.0,0.0,1.0,32.0,46656.0,1.0,46656.0,0.0,1.0,64.0,279936.0,1.0,279936.0,0.0,1.0,128.0,1679616.0,1.0,1679616.0,0.0,1.0,256.0,1.0077696E7,1.0,1.0077696E7,0.0,1.0,512.0,6.0466176E7,1.0,6.0466176E7,0.0,1.0,1024.0
7,0.0,0,6,1,0,1,49.0,0.0,36.0,1.0,0.0,1.0,343.0,0.0,216.0,1.0,0.0,1.0,2401.0,0.0,1296.0,1.0,0.0,1.0,16807.0,0.0,7776.0,1.0,0.0,1.0,117649.0,0.0,46656.0,1.0,0.0,1.0,823543.0,0.0,279936.0,1.0,0.0,1.0,5764801.0,0.0,1679616.0,1.0,0.0,1.0,4.0353607E7,0.0,1.0077696E7,1.0,0.0,1.0,2.82475249E8,0.0,6.0466176E7,1.0,0.0,1.0
7,0.0,0,24,1,0,1,49.0,0.0,576.0,1.0,0.0,1.0,343.0,0.0,13824.0,1.0,0.0,1.0,2401.0,0.0,331776.0,1.0,0.0,1.0,16807.0,0.0,7962624.0,1.0,0.0,1.0,117649.0,0.0,1.91102976E8,1.0,0.0,1.0,823543.0,0.0,4.586471424E9,1.0,0.0,1.0,5764801.0,0.0,1.10075314176E11,1.0,0.0,1.0,4.0353607E7,0.0,2.641807540224E12,1.0,0.0,1.0,2.82475249E8,0.0,6.3403380965376E13,1.0,0.0,1.0
7,0.0,0,7,1,2,2,49.0,0.0,49.0,1.0,4.0,4.0,343.0,0.0,343.0,1.0,8.0,8.0,2401.0,0.0,2401.0,1.0,16.0,16.0,16807.0,0.0,16807.0,1.0,32.0,32.0,117649.0,0.0,117649.0,1.0,64.0,64.0,823543.0,0.0,823543.0,1.0,128.0,128.0,5764801.0,0.0,5764801.0,1.0,256.0,256.0,4.0353607E7,0.0,4.0353607E7,1.0,512.0,512.0,2.82475249E8,0.0,2.82475249E8,1.0,1024.0,1024.0
9,0.0,1,24,0,0,1,81.0,1.0,576.0,0.0,0.0,1.0,729.0,1.0,13824.0,0.0,0.0,1.0,6561.0,1.0,331776.0,0.0,0.0,1.0,59049.0,1.0,7962624.0,0.0,0.0,1.0,531441.0,1.0,1.91102976E8,0.0,0.0,1.0,4782969.0,1.0,4.586471424E9,0.0,0.0,1.0,4.3046721E7,1.0,1.10075314176E11,0.0,0.0,1.0,3.87420489E8,1.0,2.641807540224E12,0.0,0.0,1.0,3.486784401E9,1.0,6.3403380965376E13,0.0,0.0,1.0
11,0.0,1,10,0,2,2,121.0,1.0,100.0,0.0,4.0,4.0,1331.0,1.0,1000.0,0.0,8.0,8.0,14641.0,1.0,10000.0,0.0,16.0,16.0,161051.0,1.0,100000.0,0.0,32.0,32.0,1771561.0,1.0,1000000.0,0.0,64.0,64.0,1.9487171E7,1.0,1.0E7,0.0,128.0,128.0,2.14358881E8,1.0,1.0E8,0.0,256.0,256.0,2.357947691E9,1.0,1.0E9,0.0,512.0,512.0,2.5937424601E10,1.0,1.0E10,0.0,1024.0,1024.0
12,-2.8846153846153846,0,37,1,0,2,144.0,0.0,1369.0,1.0,0.0,4.0,1728.0,0.0,50653.0,1.0,0.0,8.0,20736.0,0.0,1874161.0,1.0,0.0,16.0,248832.0,0.0,6.9343957E7,1.0,0.0,32.0,2985984.0,0.0,2.565726409E9,1.0,0.0,64.0,3.5831808E7,0.0,9.4931877133E10,1.0,0.0,128.0,4.29981696E8,0.0,3.512479453921E12,1.0,0.0,256.0,5.159780352E9,0.0,1.29961739795077E14,1.0,0.0,512.0,6.1917364224E10,0.0,4.808584372417849E15,1.0,0.0,1024.0
12,0.0,1,6,0,0,2,144.0,1.0,36.0,0.0,0.0,4.0,1728.0,1.0,216.0,0.0,0.0,8.0,20736.0,1.0,1296.0,0.0,0.0,16.0,248832.0,1.0,7776.0,0.0,0.0,32.0,2985984.0,1.0,46656.0,0.0,0.0,64.0,3.5831808E7,1.0,279936.0,0.0,0.0,128.0,4.29981696E8,1.0,1679616.0,0.0,0.0,256.0,5.159780352E9,1.0,1.0077696E7,0.0,0.0,512.0,6.1917364224E10,1.0,6.0466176E7,0.0,0.0,1024.0
12,0.0,1,17,0,1,2,144.0,1.0,289.0,0.0,1.0,4.0,1728.0,1.0,4913.0,0.0,1.0,8.0,20736.0,1.0,83521.0,0.0,1.0,16.0,248832.0,1.0,1419857.0,0.0,1.0,32.0,2985984.0,1.0,2.4137569E7,0.0,1.0,64.0,3.5831808E7,1.0,4.10338673E8,0.0,1.0,128.0,4.29981696E8,1.0,6.975757441E9,0.0,1.0,256.0,5.159780352E9,1.0,1.18587876497E11,0.0,1.0,512.0,6.1917364224E10,1.0,2.015993900449E12,0.0,1.0,1024.0
13,-0.25,0,6,1,0,1,169.0,0.0,36.0,1.0,0.0,1.0,2197.0,0.0,216.0,1.0,0.0,1.0,28561.0,0.0,1296.0,1.0,0.0,1.0,371293.0,0.0,7776.0,1.0,0.0,1.0,4826809.0,0.0,46656.0,1.0,0.0,1.0,6.2748517E7,0.0,279936.0,1.0,0.0,1.0,8.15730721E8,0.0,1679616.0,1.0,0.0,1.0,1.0604499373E10,0.0,1.0077696E7,1.0,0.0,1.0,1.37858491849E11,0.0,6.0466176E7,1.0,0.0,1.0
14,0.0,0,7,1,1,2,196.0,0.0,49.0,1.0,1.0,4.0,2744.0,0.0,343.0,1.0,1.0,8.0,38416.0,0.0,2401.0,1.0,1.0,16.0,537824.0,0.0,16807.0,1.0,1.0,32.0,7529536.0,0.0,117649.0,1.0,1.0,64.0,1.05413504E8,0.0,823543.0,1.0,1.0,128.0,1.475789056E9,0.0,5764801.0,1.0,1.0,256.0,2.0661046784E10,0.0,4.0353607E7,1.0,1.0,512.0,2.89254654976E11,0.0,2.82475249E8,1.0,1.0,1024.0
14,-0.25,1,17,0,1,2,196.0,1.0,289.0,0.0,1.0,4.0,2744.0,1.0,4913.0,0.0,1.0,8.0,38416.0,1.0,83521.0,0.0,1.0,16.0,537824.0,1.0,1419857.0,0.0,1.0,32.0,7529536.0,1.0,2.4137569E7,0.0,1.0,64.0,1.05413504E8,1.0,4.10338673E8,0.0,1.0,128.0,1.475789056E9,1.0,6.975757441E9,0.0,1.0,256.0,2.0661046784E10,1.0,1.18587876497E11,0.0,1.0,512.0,2.89254654976E11,1.0,2.015993900449E12,0.0,1.0,1024.0
15,-0.25,0,34,1,1,2,225.0,0.0,1156.0,1.0,1.0,4.0,3375.0,0.0,39304.0,1.0,1.0,8.0,50625.0,0.0,1336336.0,1.0,1.0,16.0,759375.0,0.0,4.5435424E7,1.0,1.0,32.0,1.1390625E7,0.0,1.544804416E9,1.0,1.0,64.0,1.70859375E8,0.0,5.2523350144E10,1.0,1.0,128.0,2.562890625E9,0.0,1.785793904896E12,1.0,1.0,256.0,3.8443359375E10,0.0,6.0716992766464E13,1.0,1.0,512.0,5.76650390625E11,0.0,2.064377754059776E15,1.0,1.0,1024.0
15,0.0,1,7,0,0,1,225.0,1.0,49.0,0.0,0.0,1.0,3375.0,1.0,343.0,0.0,0.0,1.0,50625.0,1.0,2401.0,0.0,0.0,1.0,759375.0,1.0,16807.0,0.0,0.0,1.0,1.1390625E7,1.0,117649.0,0.0,0.0,1.0,1.70859375E8,1.0,823543.0,0.0,0.0,1.0,2.562890625E9,1.0,5764801.0,0.0,0.0,1.0,3.8443359375E10,1.0,4.0353607E7,0.0,0.0,1.0,5.76650390625E11,1.0,2.82475249E8,0.0,0.0,1.0
15,-1.2854609929078016,1,7,0,1,2,225.0,1.0,49.0,0.0,1.0,4.0,3375.0,1.0,343.0,0.0,1.0,8.0,50625.0,1.0,2401.0,0.0,1.0,16.0,759375.0,1.0,16807.0,0.0,1.0,32.0,1.1390625E7,1.0,117649.0,0.0,1.0,64.0,1.70859375E8,1.0,823543.0,0.0,1.0,128.0,2.562890625E9,1.0,5764801.0,0.0,1.0,256.0,3.8443359375E10,1.0,4.0353607E7,0.0,1.0,512.0,5.76650390625E11,1.0,2.82475249E8,0.0,1.0,1024.0
15,-0.25,1,17,0,1,2,225.0,1.0,289.0,0.0,1.0,4.0,3375.0,1.0,4913.0,0.0,1.0,8.0,50625.0,1.0,83521.0,0.0,1.0,16.0,759375.0,1.0,1419857.0,0.0,1.0,32.0,1.1390625E7,1.0,2.4137569E7,0.0,1.0,64.0,1.70859375E8,1.0,4.10338673E8,0.0,1.0,128.0,2.562890625E9,1.0,6.975757441E9,0.0,1.0,256.0,3.8443359375E10,1.0,1.18587876497E11,0.0,1.0,512.0,5.76650390625E11,1.0,2.015993900449E12,0.0,1.0,1024.0
16,-0.25,1,24,0,0,2,256.0,1.0,576.0,0.0,0.0,4.0,4096.0,1.0,13824.0,0.0,0.0,8.0,65536.0,1.0,331776.0,0.0,0.0,16.0,1048576.0,1.0,7962624.0,0.0,0.0,32.0,1.6777216E7,1.0,1.91102976E8,0.0,0.0,64.0,2.68435456E8,1.0,4.586471424E9,0.0,0.0,128.0,4.294967296E9,1.0,1.10075314176E11,0.0,0.0,256.0,6.8719476736E10,1.0,2.641807540224E12,0.0,0.0,512.0,1.099511627776E12,1.0,6.3403380965376E13,0.0,0.0,1024.0
17,0.0,0,6,1,1,2,289.0,0.0,36.0,1.0,1.0,4.0,4913.0,0.0,216.0,1.0,1.0,8.0,83521.0,0.0,1296.0,1.0,1.0,16.0,1419857.0,0.0,7776.0,1.0,1.0,32.0,2.4137569E7,0.0,46656.0,1.0,1.0,64.0,4.10338673E8,0.0,279936.0,1.0,1.0,128.0,6.975757441E9,0.0,1679616.0,1.0,1.0,256.0,1.18587876497E11,0.0,1.0077696E7,1.0,1.0,512.0,2.015993900449E12,0.0,6.0466176E7,1.0,1.0,1024.0
18,-0.25,0,7,1,0,2,324.0,0.0,49.0,1.0,0.0,4.0,5832.0,0.0,343.0,1.0,0.0,8.0,104976.0,0.0,2401.0,1.0,0.0,16.0,1889568.0,0.0,16807.0,1.0,0.0,32.0,3.4012224E7,0.0,117649.0,1.0,0.0,64.0,6.12220032E8,0.0,823543.0,1.0,0.0,128.0,1.1019960576E10,0.0,5764801.0,1.0,0.0,256.0,1.98359290368E11,0.0,4.0353607E7,1.0,0.0,512.0,3.570467226624E12,0.0,2.82475249E8,1.0,0.0,1024.0
19,0.0,0,17,1,2,2,361.0,0.0,289.0,1.0,4.0,4.0,6859.0,0.0,4913.0,1.0,8.0,8.0,130321.0,0.0,83521.0,1.0,16.0,16.0,2476099.0,0.0,1419857.0,1.0,32.0,32.0,4.7045881E7,0.0,2.4137569E7,1.0,64.0,64.0,8.93871739E8,0.0,4.10338673E8,1.0,128.0,128.0,1.6983563041E10,0.0,6.975757441E9,1.0,256.0,256.0,3.22687697779E11,0.0,1.18587876497E11,1.0,512.0,512.0,6.131066257801E12,0.0,2.015993900449E12,1.0,1024.0,1024.0
19,-0.25,1,17,0,1,2,361.0,1.0,289.0,0.0,1.0,4.0,6859.0,1.0,4913.0,0.0,1.0,8.0,130321.0,1.0,83521.0,0.0,1.0,16.0,2476099.0,1.0,1419857.0,0.0,1.0,32.0,4.7045881E7,1.0,2.4137569E7,0.0,1.0,64.0,8.93871739E8,1.0,4.10338673E8,0.0,1.0,128.0,1.6983563041E10,1.0,6.975757441E9,0.0,1.0,256.0,3.22687697779E11,1.0,1.18587876497E11,0.0,1.0,512.0,6.131066257801E12,1.0,2.015993900449E12,0.0,1.0,1024.0
20,0.0,0,24,0,1,2,400.0,0.0,576.0,0.0,1.0,4.0,8000.0,0.0,13824.0,0.0,1.0,8.0,160000.0,0.0,331776.0,0.0,1.0,16.0,3200000.0,0.0,7962624.0,0.0,1.0,32.0,6.4E7,0.0,1.91102976E8,0.0,1.0,64.0,1.28E9,0.0,4.586471424E9,0.0,1.0,128.0,2.56E10,0.0,1.10075314176E11,0.0,1.0,256.0,5.12E11,0.0,2.641807540224E12,0.0,1.0,512.0,1.024E13,0.0,6.3403380965376E13,0.0,1.0,1024.0
20,-1.05,0,37,1,1,2,400.0,0.0,1369.0,1.0,1.0,4.0,8000.0,0.0,50653.0,1.0,1.0,8.0,160000.0,0.0,1874161.0,1.0,1.0,16.0,3200000.0,0.0,6.9343957E7,1.0,1.0,32.0,6.4E7,0.0,2.565726409E9,1.0,1.0,64.0,1.28E9,0.0,9.4931877133E10,1.0,1.0,128.0,2.56E10,0.0,3.512479453921E12,1.0,1.0,256.0,5.12E11,0.0,1.29961739795077E14,1.0,1.0,512.0,1.024E13,0.0,4.808584372417849E15,1.0,1.0,1024.0
